Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
264,Tennessee Tech,28,16,12,0.571,0.01,-3.64,,11,7,,11,2,,5,10,,2279,2068,,1150,734,1654,0.444,279,757,0.369,532,693,0.768,394.0,1025,447,214,58,375.0,555.0,2000,False
265,Tennessee-Martin,29,10,19,0.345,-8.1,-0.03,,7,11,,8,5,,2,14,,1979,2169,,1160,704,1697,0.415,123,406,0.303,448,629,0.712,426.0,1019,376,271,45,522.0,594.0,2000,False
266,Texas NCAA,33,24,9,0.727,20.43,9.61,,13,3,,13,1,,6,6,,2460,2103,,1320,876,1870,0.468,185,489,0.378,523,810,0.646,431.0,1296,481,244,168,515.0,594.0,2000,True
267,Texas A&M,28,8,20,0.286,-3.85,5.47,,4,12,,5,7,,1,12,,1825,2086,,1135,644,1565,0.412,179,562,0.319,358,534,0.67,365.0,996,394,205,54,475.0,528.0,2000,False
268,Texas Southern,29,15,14,0.517,-12.64,-13.44,,10,8,,6,6,,7,6,,2131,2078,,1175,760,1750,0.434,177,562,0.315,434,638,0.68,415.0,1139,332,266,51,500.0,533.0,2000,False
269,Texas State,29,12,17,0.414,-7.49,-5.52,,8,10,,7,6,,4,9,,1989,1992,,1180,688,1574,0.437,168,439,0.383,445,661,0.673,343.0,1070,404,162,28,406.0,566.0,2000,False
270,Texas Tech,28,12,16,0.429,3.32,5.69,,3,13,,8,6,,4,9,,1969,2020,,1120,689,1565,0.44,161,475,0.339,430,593,0.725,293.0,1004,370,172,137,418.0,460.0,2000,False
271,Texas-Rio Grande Valley,28,12,16,0.429,-8.28,-0.19,,,,,9,5,,3,11,,2016,2168,,1145,706,1582,0.446,191,529,0.361,413,582,0.71,312.0,928,371,249,67,515.0,601.0,2000,False
272,The Citadel,29,9,20,0.31,-15.55,-5.67,,5,10,,5,8,,3,8,,1891,2109,,,631,1565,0.403,191,546,0.35,438,655,0.669,355.0,1019,316,213,83,505.0,633.0,2000,False
273,Toledo,31,18,13,0.581,4.68,2.56,,11,7,,8,3,,7,7,,2197,2131,,1260,757,1746,0.434,225,646,0.348,458,669,0.685,404.0,1191,409,202,66,529.0,602.0,2000,False
274,Towson,28,11,17,0.393,-10.38,-9.1,,7,11,,5,7,,6,9,,1901,1937,,1140,668,1525,0.438,179,482,0.371,386,561,0.688,301.0,943,397,220,82,480.0,520.0,2000,False
275,Troy,28,17,11,0.607,-5.94,-8.61,,13,5,,12,1,,4,8,,2080,1979,,,710,1567,0.453,253,625,0.405,407,544,0.748,288.0,973,332,157,82,349.0,457.0,2000,False
276,Tulane,31,20,11,0.645,5.79,3.54,,8,8,,15,2,,4,8,,2102,2032,,,765,1772,0.432,124,396,0.313,448,739,0.606,436.0,1155,431,298,100,502.0,609.0,2000,False
277,Tulsa NCAA,37,32,5,0.865,19.94,2.42,,12,2,,13,1,,11,3,,2974,2326,,1490,1050,2223,0.472,264,764,0.346,610,865,0.705,480.0,1390,631,433,175,571.0,730.0,2000,True
278,UAB,28,14,14,0.5,3.4,4.94,,7,9,,12,2,,1,10,,2053,2096,,1130,737,1771,0.416,145,466,0.311,434,664,0.654,411.0,1084,365,257,87,451.0,566.0,2000,False
279,UC Irvine,28,14,14,0.5,-3.51,-0.78,,7,9,,9,5,,4,8,,1877,1893,,1120,655,1472,0.445,169,483,0.35,398,537,0.741,271.0,907,345,176,70,416.0,547.0,2000,False
280,UC Santa Barbara,28,14,14,0.5,1.04,0.15,,10,6,,9,5,,5,9,,1869,1823,,1120,659,1590,0.414,171,510,0.335,380,551,0.69,351.0,1104,426,211,75,454.0,521.0,2000,False
281,UCF,32,14,18,0.438,-6.47,-4.85,,10,8,,9,5,,4,9,,2293,2320,,1290,837,1854,0.451,233,586,0.398,386,608,0.635,390.0,1132,473,233,119,486.0,590.0,2000,False
282,UCLA NCAA,33,21,12,0.636,15.29,10.11,,10,8,,13,4,,4,6,,2492,2321,,1330,952,1984,0.48,205,552,0.371,383,652,0.587,447.0,1252,545,282,145,549.0,626.0,2000,True
283,UNC Asheville,30,11,19,0.367,-11.53,-3.66,,7,7,,10,4,,1,15,,2074,2281,,1200,686,1578,0.435,174,439,0.396,528,701,0.753,329.0,1080,419,223,114,600.0,565.0,2000,False
284,UNC Greensboro,28,15,13,0.536,-7.71,-6.15,,9,7,,9,3,,6,9,,2007,2024,,1130,706,1549,0.456,139,380,0.366,456,618,0.738,347.0,1027,379,176,87,463.0,501.0,2000,False
285,UNC Wilmington NCAA,31,18,13,0.581,2.41,-0.24,,8,8,,11,0,,4,11,,1863,1781,,1245,667,1609,0.415,176,473,0.372,353,561,0.629,323.0,1075,375,221,67,566.0,566.0,2000,True
286,UT Arlington,27,15,12,0.556,-4.7,-5.86,,11,7,,9,5,,6,7,,2106,2049,,,757,1818,0.416,247,725,0.341,345,516,0.669,400.0,995,250,271,47,495.0,446.0,2000,False
287,Utah NCAA,32,23,9,0.719,12.23,4.36,,10,4,,17,0,,4,7,,2252,1979,,1280,782,1624,0.482,222,574,0.387,466,648,0.719,326.0,1077,496,198,89,462.0,586.0,2000,True
288,Utah State NCAA,34,28,6,0.824,8.83,1.89,,16,0,,15,1,,10,3,,2397,2080,,1365,879,1888,0.466,194,536,0.362,445,709,0.628,415.0,1233,487,235,126,453.0,580.0,2000,True
289,UTEP,28,13,15,0.464,5.95,3.23,,4,10,,11,6,,2,9,,2158,2082,,,768,1601,0.48,159,439,0.362,463,673,0.688,327.0,984,455,199,87,413.0,678.0,2000,False
290,UTSA,28,15,13,0.536,-4.38,-4.59,,12,6,,10,3,,5,10,,2149,2102,,1125,759,1753,0.433,188,568,0.331,443,740,0.599,521.0,1240,449,243,114,514.0,546.0,2000,False
291,Valparaiso NCAA,32,19,13,0.594,-2.89,-3.71,,10,6,,11,1,,4,8,,2128,2006,,,758,1702,0.445,228,619,0.368,384,590,0.651,399.0,1172,459,236,120,535.0,556.0,2000,True
292,Vanderbilt,30,19,11,0.633,12.64,7.54,,8,8,,14,4,,4,6,,2243,2090,,1210,782,1710,0.457,222,607,0.366,457,624,0.732,314.0,1014,457,214,63,442.0,543.0,2000,False
293,Vermont,28,16,12,0.571,-9.78,-8.25,,11,7,,9,2,,7,9,,2005,2048,,,727,1741,0.418,172,490,0.351,379,591,0.641,401.0,1078,388,200,103,377.0,504.0,2000,False
294,Villanova,33,20,13,0.606,7.62,6.74,,8,8,,13,3,,4,9,,2308,2279,,,811,1909,0.425,207,607,0.341,479,679,0.705,441.0,1264,516,243,162,544.0,565.0,2000,False
295,Virginia,31,19,12,0.613,12.29,6.22,,9,7,,11,3,,5,7,,2526,2338,,1270,879,1950,0.451,211,646,0.327,557,822,0.678,393.0,1125,440,272,95,484.0,659.0,2000,False
296,Virginia Commonwealth,28,14,14,0.5,-4.88,-1.8,,7,9,,12,4,,2,10,,1957,2043,,1160,707,1729,0.409,150,514,0.292,393,598,0.657,420.0,1117,369,220,151,485.0,527.0,2000,False
297,VMI,29,6,23,0.207,-14.9,-2.7,,1,15,,5,9,,0,13,,2064,2247,,1170,747,1846,0.405,171,566,0.302,399,644,0.62,404.0,1081,383,279,97,544.0,616.0,2000,False
298,Virginia Tech,31,16,15,0.516,3.0,2.45,,8,8,,9,4,,4,9,,1997,1980,,1255,720,1647,0.437,126,422,0.299,431,655,0.658,377.0,1082,383,230,155,507.0,582.0,2000,False
299,Wagner,27,11,16,0.407,-9.07,-9.72,,6,12,,6,5,,4,11,,2097,2040,,1085,778,1847,0.421,208,597,0.348,333,465,0.716,370.0,957,464,309,55,445.0,551.0,2000,False
300,Wake Forest,36,22,14,0.611,14.2,8.95,,7,9,,12,4,,6,6,,2512,2323,,,911,2100,0.434,159,515,0.309,531,788,0.674,517.0,1379,479,218,146,499.0,641.0,2000,False
301,Washington,30,10,20,0.333,2.46,9.98,,5,13,,4,8,,6,10,,1981,2183,,1220,728,1767,0.412,160,468,0.342,365,551,0.662,359.0,1053,399,200,116,498.0,569.0,2000,False
302,Washington State,28,6,22,0.214,-1.91,7.66,,1,17,,5,8,,1,12,,1778,2046,,1140,613,1482,0.414,171,464,0.369,381,543,0.702,331.0,879,301,180,68,497.0,590.0,2000,False
303,Weber State,28,18,10,0.643,1.98,0.46,,10,6,,10,3,,5,6,,2165,2056,,1120,724,1569,0.461,177,491,0.36,540,718,0.752,281.0,984,434,201,66,537.0,537.0,2000,False
304,West Virginia,28,14,14,0.5,3.65,5.0,,6,10,,9,6,,4,7,,1974,2012,,1125,736,1634,0.45,152,460,0.33,350,536,0.653,391.0,1046,433,203,123,471.0,504.0,2000,False
305,Western Carolina,28,14,14,0.5,-10.42,-4.94,,7,9,,9,3,,4,10,,2153,2248,,1120,813,1797,0.452,167,520,0.321,360,518,0.695,368.0,1021,446,242,69,449.0,535.0,2000,False
306,Western Illinois,30,8,22,0.267,-9.75,-2.68,,3,13,,4,8,,2,12,,1975,2123,,1205,716,1640,0.437,210,567,0.37,333,488,0.682,372.0,1062,482,201,49,556.0,534.0,2000,False
307,Western Kentucky,29,11,18,0.379,-4.01,-1.46,,8,8,,7,3,,3,12,,1995,2069,,1175,728,1642,0.443,169,499,0.339,370,558,0.663,369.0,1112,384,153,119,528.0,578.0,2000,False
308,Western Michigan,28,10,18,0.357,-3.38,1.87,,6,12,,7,5,,3,12,,2044,2191,,1140,715,1682,0.425,159,503,0.316,455,668,0.681,361.0,1003,360,194,70,440.0,636.0,2000,False
309,Wichita State,29,12,17,0.414,0.57,1.92,,5,13,,10,6,,1,10,,1925,1954,,1160,648,1593,0.407,190,591,0.321,439,621,0.707,369.0,1014,407,241,58,453.0,680.0,2000,False
310,William & Mary,28,11,17,0.393,-5.55,-0.92,,6,10,,9,4,,1,12,,1922,1994,,1130,678,1593,0.426,188,537,0.35,378,535,0.707,310.0,990,394,163,122,431.0,527.0,2000,False
311,Winthrop NCAA,30,21,9,0.7,-1.04,-7.41,,11,3,,13,1,,7,7,,2193,1941,,1220,733,1719,0.426,251,702,0.358,476,717,0.664,394.0,1171,406,215,104,474.0,584.0,2000,True
312,Wisconsin NCAA,36,22,14,0.611,16.67,12.5,,8,8,,11,3,,5,9,,2157,2007,,,765,1793,0.427,207,602,0.344,420,617,0.681,298.0,1107,478,236,102,408.0,658.0,2000,True
313,Wofford,30,14,16,0.467,-7.64,-2.89,,8,8,,10,1,,2,14,,2078,2184,,1205,721,1756,0.411,214,634,0.338,422,623,0.677,370.0,1060,383,184,91,389.0,555.0,2000,False
314,Wright State,28,11,17,0.393,-5.22,-0.15,,6,8,,11,3,,0,13,,1717,1859,,1120,567,1309,0.433,139,419,0.332,444,603,0.736,244.0,881,328,171,53,480.0,508.0,2000,False
315,Wyoming,31,19,12,0.613,6.88,2.84,,8,6,,12,1,,5,9,,2567,2401,,,916,2085,0.439,222,635,0.35,513,727,0.706,450.0,1260,501,249,102,441.0,612.0,2000,False
316,Xavier,33,21,12,0.636,9.36,3.42,,9,7,,15,1,,3,9,,2481,2285,,1325,856,1979,0.433,220,627,0.351,549,773,0.71,509.0,1260,474,261,118,540.0,599.0,2000,False
317,Yale,27,7,20,0.259,-15.73,-8.47,,5,9,,6,5,,1,13,,1585,1781,,1095,563,1436,0.392,103,372,0.277,356,530,0.672,327.0,963,267,160,83,439.0,512.0,2000,False
318,Youngstown State,28,12,16,0.429,-8.07,-3.66,,9,7,,6,6,,5,8,,1876,1974,,1130,696,1593,0.437,154,479,0.322,330,484,0.682,316.0,1039,410,198,94,429.0,622.0,2000,False
