Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
134,Long Beach State,30,13,17,0.433,-2.65,0.92,,9,9,,7,7,,4,9,,2135,2165,,,781,1701,0.459,193,570,0.339,380,594,0.64,335.0,1005,428,231,87,490,466.0,2002,False
135,Long Island University,27,5,22,0.185,-23.18,-7.7,,5,15,,3,10,,2,11,,2055,2473,,1095,763,1763,0.433,168,553,0.304,361,528,0.684,328.0,906,388,206,54,413,538.0,2002,False
136,Louisiana,31,20,11,0.645,2.16,0.16,,11,4,,13,1,,5,8,,2146,2056,,1240,775,1790,0.433,140,466,0.3,456,710,0.642,422.0,1202,459,227,159,502,582.0,2002,False
137,Louisiana State,34,19,15,0.559,10.24,5.82,,6,10,,12,5,,3,7,,2324,2176,,1370,850,1860,0.457,204,561,0.364,420,626,0.671,373.0,1217,468,280,79,518,571.0,2002,False
138,Louisiana Tech,32,22,10,0.688,7.59,2.52,,14,4,,13,2,,9,7,,2340,2154,,1295,821,1826,0.45,162,489,0.331,536,767,0.699,435.0,1310,410,190,90,447,603.0,2002,False
139,Louisiana-Monroe,32,20,12,0.625,-5.45,-4.42,,15,5,,14,0,,5,10,,2274,2268,,1280,835,1917,0.436,182,546,0.333,422,649,0.65,418.0,1204,440,252,217,498,574.0,2002,False
140,Louisville,32,19,13,0.594,11.7,7.36,,8,8,,16,3,,2,8,,2431,2292,,1285,853,2022,0.422,261,776,0.336,464,734,0.632,459.0,1255,475,248,124,476,727.0,2002,False
141,Loyola (IL),30,17,13,0.567,0.47,-0.53,,9,7,,11,2,,4,10,,2170,2111,,1210,765,1829,0.418,147,509,0.289,493,707,0.697,477.0,1191,418,223,86,436,644.0,2002,False
142,Loyola (MD),28,5,23,0.179,-17.17,-6.17,,4,14,,3,9,,2,13,,1649,1957,,1145,542,1461,0.371,129,478,0.27,436,667,0.654,307.0,945,257,209,40,459,535.0,2002,False
143,Loyola Marymount,29,9,20,0.31,-7.45,-0.1,,2,12,,5,9,,3,9,,2002,2182,,1165,696,1673,0.416,144,487,0.296,466,600,0.777,329.0,1015,407,177,67,430,576.0,2002,False
144,Maine,30,12,18,0.4,-12.93,-9.55,,7,9,,4,7,,5,8,,1908,1998,,1220,670,1516,0.442,167,498,0.335,401,597,0.672,326.0,1082,386,186,182,499,483.0,2002,False
145,Manhattan,29,20,9,0.69,2.65,-5.39,,12,6,,12,1,,6,7,,2176,1943,,1165,747,1667,0.448,141,404,0.349,541,733,0.738,385.0,1036,374,286,105,448,666.0,2002,False
146,Marist,28,19,9,0.679,1.63,-5.19,,13,5,,10,4,,9,5,,2079,1888,,1120,702,1614,0.435,207,583,0.355,468,627,0.746,281.0,951,427,230,113,329,545.0,2002,False
147,Marquette NCAA,33,26,7,0.788,17.17,4.78,,13,3,,16,0,,5,6,,2413,2004,,1320,871,1841,0.473,173,456,0.379,498,720,0.692,420.0,1170,462,279,113,455,599.0,2002,True
148,Marshall,30,15,15,0.5,-1.42,1.23,,8,10,,10,4,,4,9,,2328,2322,,1215,824,1751,0.471,252,595,0.424,428,620,0.69,347.0,1065,465,193,98,443,539.0,2002,False
149,Maryland NCAA,36,32,4,0.889,23.46,9.35,,15,1,,15,0,,7,2,,3060,2552,,1440,1083,2248,0.482,217,580,0.374,677,933,0.726,473.0,1479,714,302,216,495,640.0,2002,True
150,Maryland-Baltimore County,29,20,9,0.69,-8.07,-11.62,,15,5,,9,2,,8,6,,2140,2037,,1185,764,1740,0.439,129,379,0.34,483,716,0.675,381.0,1127,430,251,93,438,589.0,2002,False
151,Maryland-Eastern Shore,29,11,18,0.379,-15.59,-9.07,,7,11,,5,5,,5,12,,1910,2099,,,664,1715,0.387,208,619,0.336,374,573,0.653,422.0,1020,327,174,65,379,589.0,2002,False
152,Massachusetts,29,13,16,0.448,2.88,4.43,,6,10,,8,6,,3,9,,1865,1910,,1165,677,1624,0.417,204,587,0.348,307,459,0.669,358.0,1024,424,170,107,426,592.0,2002,False
153,McNeese State NCAA,30,21,9,0.7,-0.59,-5.79,,17,3,,13,0,,8,8,,2102,1909,,1205,743,1687,0.44,171,466,0.367,445,681,0.653,406.0,1139,387,260,153,480,576.0,2002,True
154,Memphis,36,27,9,0.75,15.29,4.72,,12,4,,19,2,,6,4,,2879,2477,,1445,1045,2276,0.459,181,501,0.361,608,912,0.667,588.0,1539,555,266,157,519,699.0,2002,False
155,Mercer,29,6,23,0.207,-14.5,-2.75,,4,16,,5,7,,0,14,,1912,2232,,1175,705,1668,0.423,149,485,0.307,353,532,0.664,370.0,1062,362,161,95,476,531.0,2002,False
156,Miami (FL) NCAA,32,24,8,0.75,13.0,5.53,,10,6,,13,2,,5,4,,2395,2156,,1300,818,1902,0.43,236,684,0.345,523,678,0.771,388.0,1174,525,285,190,460,590.0,2002,True
157,Miami (OH),31,13,18,0.419,1.2,3.69,,9,9,,10,4,,2,11,,1981,2058,,1260,707,1676,0.422,149,430,0.347,418,563,0.742,377.0,1021,325,168,98,377,595.0,2002,False
158,Michigan,29,11,18,0.379,3.54,8.18,,5,11,,9,6,,1,10,,1951,2052,,1165,691,1595,0.433,185,542,0.341,384,509,0.754,305.0,908,370,154,89,411,520.0,2002,False
159,Michigan State NCAA,31,19,12,0.613,14.91,9.61,,10,6,,15,2,,4,5,,2150,1978,,1240,764,1654,0.462,180,458,0.393,442,573,0.771,377.0,1163,438,155,93,461,581.0,2002,True
160,Middle Tennessee,29,14,15,0.483,-3.49,-0.79,,6,8,,11,2,,2,12,,1941,1948,,1175,713,1598,0.446,205,607,0.338,310,451,0.687,307.0,1009,378,229,98,500,483.0,2002,False
161,Milwaukee,29,16,13,0.552,4.32,0.82,,11,5,,10,4,,4,8,,2193,2036,,1170,784,1772,0.442,257,725,0.354,368,551,0.668,330.0,1002,476,264,75,416,560.0,2002,False
162,Minnesota,31,18,13,0.581,12.83,7.05,,9,7,,14,4,,3,8,,2330,2151,,1240,842,1799,0.468,205,591,0.347,441,625,0.706,404.0,1118,490,252,150,448,602.0,2002,False
163,Mississippi NCAA,31,20,11,0.645,13.62,6.86,,9,7,,13,1,,4,7,,2232,1993,,1245,745,1618,0.46,235,618,0.38,507,687,0.738,334.0,1031,427,226,57,476,609.0,2002,True
164,Mississippi State NCAA,35,27,8,0.771,14.43,7.34,,10,6,,14,1,,7,5,,2582,2334,,1415,943,1965,0.48,192,551,0.348,504,772,0.653,457.0,1359,566,294,123,583,618.0,2002,True
165,Mississippi Valley State,29,12,17,0.414,-15.15,-12.74,,9,9,,8,3,,4,12,,2206,2279,,1165,807,1920,0.42,258,787,0.328,334,488,0.684,419.0,1047,398,261,69,393,534.0,2002,False
166,Missouri NCAA,36,24,12,0.667,14.22,6.8,,9,7,,14,3,,4,6,,2877,2610,,1440,1031,2253,0.458,326,834,0.391,489,709,0.69,535.0,1415,539,264,154,511,689.0,2002,True
167,Missouri State,32,17,15,0.531,2.65,0.02,,11,7,,12,3,,4,8,,2267,2183,,1300,788,1758,0.448,201,495,0.406,490,651,0.753,385.0,1162,368,183,80,447,629.0,2002,False
168,Monmouth,30,18,12,0.6,-7.02,-7.32,,14,6,,8,4,,8,6,,2052,2043,,1215,746,1606,0.465,181,561,0.323,379,584,0.649,280.0,995,447,254,102,482,557.0,2002,False
169,Montana NCAA,31,16,15,0.516,-4.19,-1.71,,7,7,,9,4,,4,8,,2218,2263,,1240,760,1670,0.455,213,596,0.357,485,721,0.673,306.0,1047,452,164,120,464,646.0,2002,True
170,Montana State,30,20,10,0.667,0.91,-1.94,,12,2,,11,3,,8,6,,2083,1979,,1200,710,1519,0.467,219,591,0.371,444,626,0.709,268.0,890,388,178,58,419,463.0,2002,False
171,Morehead State,29,18,11,0.621,-3.16,-3.12,,11,5,,12,2,,6,8,,2236,2182,,1170,796,1647,0.483,159,461,0.345,485,619,0.784,287.0,941,476,222,46,431,488.0,2002,False
172,Morgan State,28,3,25,0.107,-19.34,-7.69,,2,16,,1,8,,1,16,,1830,2156,,1135,671,1591,0.422,129,378,0.341,359,528,0.68,313.0,912,291,185,73,502,646.0,2002,False
173,Morris Brown,29,5,24,0.172,-26.38,-1.84,,,,,4,5,,0,17,,1596,2188,,,566,1522,0.372,127,454,0.28,337,579,0.582,,958,228,202,66,567,,2002,False
174,Mount St. Mary's,27,3,24,0.111,-23.96,-8.85,,2,18,,2,11,,1,13,,1640,2048,,1080,565,1555,0.363,142,482,0.295,368,560,0.657,359.0,878,335,190,54,430,541.0,2002,False
175,Murray State NCAA,32,19,13,0.594,0.67,-1.91,,10,6,,11,4,,5,8,,2514,2349,,,941,2093,0.45,210,652,0.322,422,584,0.723,510.0,1281,465,258,158,456,614.0,2002,True
176,Navy,30,10,20,0.333,-8.92,-5.51,,5,9,,8,6,,2,10,,2082,2163,,,695,1695,0.41,178,511,0.348,514,717,0.717,416.0,1072,381,259,64,551,672.0,2002,False
177,NC State NCAA,34,23,11,0.676,15.83,8.16,,9,7,,14,4,,6,5,,2565,2304,,1360,863,1910,0.452,278,773,0.36,561,743,0.755,354.0,1119,547,269,72,452,643.0,2002,True
178,Nebraska,28,13,15,0.464,4.41,6.08,,6,10,,12,4,,1,10,,1954,1980,,1125,656,1668,0.393,267,729,0.366,375,555,0.676,320.0,998,396,203,88,317,502.0,2002,False
179,Nevada,30,17,13,0.567,2.77,1.88,,9,9,,10,4,,6,8,,2210,2153,,1210,720,1702,0.423,126,388,0.325,644,952,0.676,427.0,1199,321,218,94,460,633.0,2002,False
180,Nevada-Las Vegas,32,21,11,0.656,7.69,4.88,,9,5,,17,3,,4,8,,2505,2415,,1310,869,1882,0.462,174,500,0.348,593,830,0.714,349.0,1067,472,315,122,457,646.0,2002,False
181,New Hampshire,28,11,17,0.393,-14.65,-7.35,,8,8,,7,7,,4,9,,1935,2087,,1120,615,1558,0.395,216,625,0.346,489,685,0.714,360.0,1089,368,185,64,472,537.0,2002,False
182,New Mexico,30,16,14,0.533,6.3,3.87,,6,8,,14,5,,2,9,,2206,2133,,1220,776,1718,0.452,180,477,0.377,474,712,0.666,399.0,1100,383,179,119,391,584.0,2002,False
183,New Mexico State,32,20,12,0.625,3.68,-0.19,,11,4,,12,4,,5,7,,2492,2343,,1305,896,1938,0.462,197,541,0.364,503,707,0.711,444.0,1197,425,229,114,486,589.0,2002,False
184,New Orleans,29,15,14,0.517,-3.96,-1.33,,9,6,,8,4,,7,8,,1920,1962,,1165,653,1486,0.439,128,384,0.333,486,753,0.645,346.0,1082,351,186,96,516,501.0,2002,False
185,Niagara,32,18,14,0.563,-3.58,-4.68,,12,6,,8,4,,5,8,,2369,2334,,1280,805,1856,0.434,213,623,0.342,546,769,0.71,453.0,1182,402,250,86,504,685.0,2002,False
186,Nicholls State,27,2,25,0.074,-24.39,-4.39,,1,19,,2,10,,0,15,,1602,2113,,,581,1602,0.363,156,542,0.288,284,465,0.611,318.0,840,284,174,52,408,469.0,2002,False
187,Norfolk State,29,10,19,0.345,-14.14,-7.0,,9,9,,5,5,,5,12,,1997,2204,,,722,1732,0.417,167,524,0.319,386,618,0.625,359.0,1087,376,203,117,485,454.0,2002,False
188,North Carolina,28,8,20,0.286,3.86,10.5,,4,12,,6,9,,1,9,,2022,2208,,1120,707,1612,0.439,212,606,0.35,396,574,0.69,305.0,966,476,167,100,461,509.0,2002,False
189,North Carolina A&T,28,11,17,0.393,-12.95,-7.17,,10,8,,6,4,,4,12,,1881,2031,,,640,1613,0.397,154,493,0.312,447,695,0.643,398.0,1076,306,203,58,509,560.0,2002,False
190,North Texas,29,15,14,0.517,-0.86,1.14,,8,7,,10,3,,4,10,,2274,2269,,1165,771,1722,0.448,179,523,0.342,553,781,0.708,387.0,1063,352,218,99,448,558.0,2002,False
191,Northeastern,28,7,21,0.25,-12.41,-8.34,,5,11,,4,7,,3,11,,1989,2103,,1125,726,1745,0.416,206,609,0.338,331,525,0.63,373.0,919,386,272,70,417,642.0,2002,False
192,Northern Arizona,28,14,14,0.5,-5.52,-3.04,,7,7,,9,3,,5,10,,1893,1895,,1135,675,1496,0.451,129,438,0.295,414,604,0.685,282.0,1000,362,148,61,458,519.0,2002,False
193,Northern Illinois,28,12,16,0.429,-3.22,-0.85,,8,10,,6,6,,5,9,,2172,2231,,1135,781,1700,0.459,181,481,0.376,429,633,0.678,390.0,1041,432,232,100,476,671.0,2002,False
194,Northern Iowa,29,14,15,0.483,-1.24,0.9,,8,10,,8,4,,4,9,,2056,2118,,1170,699,1573,0.444,217,601,0.361,441,602,0.733,277.0,853,383,205,50,364,536.0,2002,False
195,Northwestern,29,16,13,0.552,5.58,5.1,,7,9,,10,3,,3,7,,1729,1715,,1160,596,1425,0.418,209,622,0.336,328,542,0.605,253.0,891,420,219,92,385,464.0,2002,False
196,Northwestern State,31,13,18,0.419,-9.42,-5.55,,9,11,,6,4,,5,12,,2266,2361,,1250,776,1846,0.42,202,609,0.332,512,741,0.691,418.0,1155,414,279,175,503,673.0,2002,False
197,Notre Dame NCAA,33,22,11,0.667,15.67,6.14,,10,6,,9,4,,7,4,,2601,2256,,1340,934,2037,0.459,244,644,0.379,489,690,0.709,436.0,1351,629,259,163,435,548.0,2002,True
198,Oakland,30,17,13,0.567,0.54,-0.57,,10,4,,10,1,,6,9,,2266,2220,,,784,1761,0.445,219,657,0.333,479,726,0.66,395.0,1003,466,287,69,417,562.0,2002,False
199,Ohio,28,17,11,0.607,3.02,-0.19,,11,7,,8,5,,8,5,,2104,2014,,1120,741,1531,0.484,168,451,0.373,454,666,0.682,302.0,939,399,216,109,395,532.0,2002,False
200,Ohio State NCAA,32,24,8,0.75,16.14,7.26,,11,5,,15,2,,5,5,,2362,2078,,1285,825,1702,0.485,175,466,0.376,537,795,0.675,351.0,1052,483,193,75,421,605.0,2002,True
201,Oklahoma NCAA,36,31,5,0.861,21.02,7.69,,13,3,,16,0,,7,4,,2807,2327,,1455,1011,2281,0.443,236,674,0.35,549,716,0.767,543.0,1439,517,325,134,427,716.0,2002,True
202,Oklahoma State NCAA,32,23,9,0.719,14.4,6.81,,10,6,,13,2,,5,5,,2293,2050,,1285,835,1863,0.448,167,510,0.327,456,708,0.644,481.0,1279,460,247,110,486,578.0,2002,True
203,Old Dominion,29,13,16,0.448,-1.56,-2.14,,7,11,,9,6,,3,10,,1947,1930,,1165,681,1679,0.406,181,541,0.335,404,559,0.723,417.0,1079,422,200,107,390,571.0,2002,False
204,Oral Roberts,31,17,14,0.548,3.07,-3.26,,10,4,,9,4,,5,8,,2359,2173,,1260,799,1772,0.451,218,560,0.389,543,767,0.708,348.0,1116,503,194,156,445,625.0,2002,False
205,Oregon NCAA,35,26,9,0.743,19.67,6.94,,14,4,,17,0,,5,7,,2994,2538,,1415,1014,2082,0.487,304,721,0.422,662,861,0.769,384.0,1280,580,261,114,482,631.0,2002,True
206,Oregon State,29,12,17,0.414,4.04,7.92,,4,14,,8,7,,4,8,,1866,1928,,1160,643,1431,0.449,187,528,0.354,393,542,0.725,226.0,876,401,129,71,414,494.0,2002,False
207,Pacific,30,20,10,0.667,2.92,-1.3,,11,7,,12,2,,6,7,,2102,1948,,1200,705,1555,0.453,228,625,0.365,464,624,0.744,281.0,1017,418,161,41,391,572.0,2002,False
208,Penn State,28,7,21,0.25,-1.88,7.12,,3,13,,6,8,,0,12,,1777,2029,,1120,614,1559,0.394,213,619,0.344,336,483,0.696,294.0,840,362,152,101,431,588.0,2002,False
209,Pennsylvania NCAA,32,25,7,0.781,7.96,-1.51,,11,3,,13,3,,10,2,,2342,2039,,1300,815,1701,0.479,266,668,0.398,446,609,0.732,265.0,1035,561,209,108,421,564.0,2002,True
210,Pepperdine NCAA,31,22,9,0.71,8.59,3.36,,13,1,,11,1,,7,6,,2519,2319,,1265,906,1990,0.455,233,635,0.367,474,661,0.717,410.0,1176,445,229,159,449,643.0,2002,True
211,Pittsburgh NCAA,35,29,6,0.829,14.68,4.53,,13,3,,16,1,,7,2,,2530,2133,,1430,928,1974,0.47,220,682,0.323,454,751,0.605,464.0,1345,590,235,156,498,611.0,2002,True
212,Portland,30,6,24,0.2,-7.43,1.03,,2,12,,5,9,,1,11,,2154,2408,,1225,711,1775,0.401,242,684,0.354,490,712,0.688,355.0,1057,441,188,65,528,678.0,2002,False
213,Portland State,28,12,16,0.429,-7.99,-1.03,,6,8,,5,6,,5,9,,2040,2212,,1130,723,1513,0.478,233,570,0.409,361,486,0.743,193.0,791,468,196,74,446,511.0,2002,False
214,Prairie View,30,10,20,0.333,-23.99,-11.06,,8,10,,7,6,,2,13,,2192,2529,,1210,785,1821,0.431,184,568,0.324,438,682,0.642,398.0,1217,352,198,103,621,589.0,2002,False
215,Princeton,28,16,12,0.571,0.29,-0.41,,11,3,,11,2,,5,7,,1679,1606,,1120,576,1285,0.448,219,631,0.347,308,425,0.725,215.0,780,384,214,70,376,509.0,2002,False
216,Providence,31,15,16,0.484,6.19,4.55,,6,10,,11,5,,2,9,,2213,2162,,1250,756,1863,0.406,219,696,0.315,482,712,0.677,408.0,1074,465,342,126,496,637.0,2002,False
217,Purdue,31,13,18,0.419,8.26,8.58,,5,11,,11,4,,1,8,,2205,2215,,1245,746,1685,0.443,229,635,0.361,484,688,0.703,341.0,989,433,192,98,464,578.0,2002,False
218,Quinnipiac,30,14,16,0.467,-9.63,-9.86,,10,10,,8,4,,5,12,,2370,2363,,1215,867,1876,0.462,195,529,0.369,441,692,0.637,377.0,1139,530,203,67,462,671.0,2002,False
219,Radford,31,15,16,0.484,-3.7,-6.1,,9,5,,9,3,,4,10,,2204,2093,,1260,767,1778,0.431,204,562,0.363,466,721,0.646,422.0,1235,396,253,160,530,587.0,2002,False
220,Rhode Island,28,8,20,0.286,-5.49,3.68,,4,12,,5,7,,3,12,,1731,1988,,1125,602,1578,0.381,156,504,0.31,371,538,0.69,361.0,983,337,174,74,386,507.0,2002,False
221,Rice,29,10,19,0.345,-3.0,1.31,,5,13,,8,7,,2,11,,1907,2032,,1165,663,1581,0.419,153,446,0.343,428,608,0.704,340.0,1085,344,168,115,486,586.0,2002,False
222,Richmond,36,22,14,0.611,5.53,4.22,,11,5,,11,5,,8,7,,2260,2213,,1455,773,1934,0.4,279,893,0.312,435,617,0.705,331.0,1090,506,262,132,370,540.0,2002,False
223,Rider,28,17,11,0.607,-1.51,-5.94,,13,5,,10,3,,7,7,,1979,1855,,1130,703,1663,0.423,202,610,0.331,371,530,0.7,346.0,1050,414,237,101,418,530.0,2002,False
224,Robert Morris,30,12,18,0.4,-13.5,-8.44,,11,9,,8,7,,4,10,,2076,2228,,1200,735,1679,0.438,211,585,0.361,395,561,0.704,345.0,1022,457,191,64,467,602.0,2002,False
225,Rutgers,31,18,13,0.581,4.53,2.92,,8,8,,15,2,,2,8,,2097,2047,,1250,749,1852,0.404,178,562,0.317,421,722,0.583,473.0,1224,419,324,215,526,609.0,2002,False
226,Sacramento State,28,9,19,0.321,-12.71,-5.33,,3,11,,9,5,,0,12,,2054,2174,,1135,711,1682,0.423,175,517,0.338,457,694,0.659,367.0,979,385,252,81,466,599.0,2002,False
227,Sacred Heart,28,8,20,0.286,-14.74,-9.84,,7,13,,4,7,,3,11,,2108,2245,,1145,786,1815,0.433,144,449,0.321,392,610,0.643,437.0,1145,406,199,88,473,556.0,2002,False
228,Saint Francis (PA),27,6,21,0.222,-14.69,-7.83,,5,15,,4,9,,2,12,,1702,1887,,1085,598,1468,0.407,137,481,0.285,369,539,0.685,312.0,907,339,180,41,421,434.0,2002,False
229,Saint Joseph's,31,19,12,0.613,7.01,3.33,,12,4,,9,3,,8,5,,2361,2247,,1250,841,1831,0.459,243,686,0.354,436,633,0.689,383.0,1140,473,163,95,381,562.0,2002,False
230,Saint Louis,31,15,16,0.484,6.86,6.34,,9,7,,10,6,,3,8,,1955,1939,,1240,701,1651,0.425,169,473,0.357,384,567,0.677,311.0,1008,384,217,85,476,617.0,2002,False
231,Saint Mary's (CA),29,9,20,0.31,-4.56,0.66,,3,11,,5,8,,2,11,,1770,1860,,1165,616,1543,0.399,121,440,0.275,417,616,0.677,362.0,958,313,210,80,479,615.0,2002,False
232,Saint Peter's,28,4,24,0.143,-16.75,-4.14,,3,15,,0,9,,3,15,,1824,2177,,1120,676,1612,0.419,120,387,0.31,352,565,0.623,372.0,994,368,234,103,530,568.0,2002,False
233,Sam Houston,28,14,14,0.5,-4.96,-6.38,,9,11,,6,4,,5,9,,2090,2050,,1130,707,1640,0.431,188,541,0.348,488,725,0.673,380.0,1138,477,183,136,498,576.0,2002,False
234,Samford,29,15,14,0.517,-3.83,-4.07,,12,8,,9,3,,5,9,,1755,1748,,1165,614,1285,0.478,249,680,0.366,278,396,0.702,187.0,782,441,180,70,431,431.0,2002,False
235,San Diego,29,16,13,0.552,4.45,1.56,,7,7,,10,7,,5,6,,2189,2048,,1175,753,1672,0.45,153,485,0.315,530,775,0.684,390.0,1102,404,184,52,419,623.0,2002,False
236,San Diego State NCAA,33,21,12,0.636,7.69,6.02,,7,7,,12,3,,6,8,,2455,2339,,1335,906,1902,0.476,147,409,0.359,496,752,0.66,400.0,1219,472,225,123,508,689.0,2002,True
237,San Francisco,28,13,15,0.464,0.12,1.12,,8,6,,7,6,,5,9,,1992,1985,,1120,704,1621,0.434,161,487,0.331,423,586,0.722,334.0,1037,383,157,125,399,563.0,2002,False
238,San Jose State,32,10,22,0.313,-5.81,1.54,,4,14,,6,8,,2,11,,1986,2194,,1285,695,1706,0.407,183,561,0.326,413,627,0.659,372.0,1062,365,146,67,443,523.0,2002,False
239,Santa Clara,28,13,15,0.464,-4.47,0.39,,8,6,,9,4,,4,8,,1883,1989,,1125,628,1550,0.405,207,580,0.357,420,610,0.689,331.0,1033,333,146,61,403,526.0,2002,False
240,Seton Hall,30,12,18,0.4,5.93,6.66,,5,11,,6,7,,4,7,,2115,2124,,1210,744,1873,0.397,247,722,0.342,380,554,0.686,432.0,1146,394,243,113,454,598.0,2002,False
241,Siena NCAA,36,17,19,0.472,-2.74,-3.71,,9,9,,12,5,,3,11,,2517,2482,,1480,853,2044,0.417,250,722,0.346,561,754,0.744,402.0,1361,465,199,149,550,765.0,2002,True
242,South Alabama,28,7,21,0.25,-7.45,-0.25,,2,13,,6,9,,1,11,,1806,1974,,1135,654,1499,0.436,181,486,0.372,317,494,0.642,292.0,888,353,230,66,513,620.0,2002,False
243,South Carolina,37,22,15,0.595,16.32,9.79,,6,10,,12,6,,6,5,,2527,2279,,1485,902,2098,0.43,259,760,0.341,464,699,0.664,443.0,1225,558,356,104,514,617.0,2002,False
244,South Carolina State,31,15,16,0.484,-11.22,-7.01,,11,7,,6,4,,7,9,,2160,2271,,1255,777,1818,0.427,118,416,0.284,488,739,0.66,468.0,1197,320,269,90,483,634.0,2002,False
245,South Florida,32,19,13,0.594,7.87,4.96,,8,8,,10,5,,6,8,,2466,2373,,1290,901,1970,0.457,211,566,0.373,453,745,0.608,469.0,1262,555,293,141,532,647.0,2002,False
246,Southeast Missouri State,28,6,22,0.214,-10.67,-3.07,,4,12,,5,9,,1,13,,1991,2176,,1120,690,1516,0.455,183,512,0.357,428,560,0.764,238.0,852,383,159,75,419,489.0,2002,False
247,Southeastern Louisiana,27,7,20,0.259,-14.57,-7.37,,6,14,,3,9,,4,9,,1543,1697,,1085,541,1325,0.408,141,429,0.329,320,481,0.665,252.0,851,276,171,75,414,569.0,2002,False
248,Southern,27,7,20,0.259,-21.98,-12.56,,6,12,,3,8,,4,12,,1995,2249,,1085,736,1796,0.41,230,702,0.328,293,475,0.617,374.0,983,389,239,85,431,551.0,2002,False
249,Southern California NCAA,32,22,10,0.688,16.49,8.31,,12,6,,13,2,,9,6,,2494,2232,,1295,909,2063,0.441,201,580,0.347,475,686,0.692,455.0,1231,504,287,129,389,634.0,2002,True
250,Southern Illinois NCAA,36,28,8,0.778,9.77,1.66,,14,4,,13,0,,9,5,,2717,2425,,1440,976,2115,0.461,220,601,0.366,545,880,0.619,483.0,1396,547,262,171,493,747.0,2002,True
251,Southern Methodist,29,15,14,0.517,4.23,3.58,,10,8,,8,6,,6,7,,2101,2063,,1160,716,1634,0.438,163,515,0.317,506,765,0.661,382.0,1131,300,177,119,397,524.0,2002,False
252,Southern Mississippi,27,10,17,0.37,-0.84,3.55,,4,12,,8,5,,2,10,,1676,1777,,1085,592,1457,0.406,120,392,0.306,372,556,0.669,315.0,923,322,187,107,414,540.0,2002,False
253,Southern Utah,27,11,16,0.407,-4.68,-1.44,,8,6,,8,3,,3,12,,1747,1801,,,617,1371,0.45,195,496,0.393,318,455,0.699,252.0,795,370,252,64,427,530.0,2002,False
254,St. Bonaventure,30,17,13,0.567,6.07,3.61,,8,8,,9,3,,6,8,,2416,2342,,1210,794,1853,0.428,314,898,0.35,514,677,0.759,360.0,949,392,291,24,347,544.0,2002,False
255,St. Francis (NY),29,18,11,0.621,-8.35,-10.83,,13,7,,11,3,,6,7,,2327,2255,,,818,1746,0.468,198,565,0.35,493,733,0.673,371.0,1060,424,278,103,505,611.0,2002,False
256,St. John's (NY) NCAA,32,20,12,0.625,7.81,6.31,,9,7,,14,2,,3,7,,2250,2202,,1295,784,1953,0.401,139,484,0.287,543,811,0.67,498.0,1206,368,323,120,484,646.0,2002,True
257,Stanford NCAA,30,20,10,0.667,17.03,9.03,,12,6,,10,3,,7,5,,2420,2180,,1215,822,1823,0.451,207,608,0.34,569,813,0.7,446.0,1254,480,152,130,409,582.0,2002,True
258,Stephen F. Austin,28,13,15,0.464,-10.32,-8.32,,10,10,,9,4,,4,11,,1776,1811,,1130,645,1494,0.432,125,380,0.329,361,572,0.631,343.0,982,342,211,54,451,559.0,2002,False
259,Stetson,26,10,16,0.385,-12.45,-3.79,,7,13,,7,5,,3,11,,1893,2058,,,685,1609,0.426,138,460,0.3,385,549,0.701,379.0,919,322,259,61,433,476.0,2002,False
260,Stony Brook,28,6,22,0.214,-18.25,-8.03,,5,11,,3,6,,3,12,,1705,1991,,1125,615,1498,0.411,117,356,0.329,358,506,0.708,311.0,906,342,191,73,483,502.0,2002,False
261,Syracuse,36,23,13,0.639,11.44,5.92,,9,7,,15,4,,6,6,,2603,2404,,1445,982,2202,0.446,217,651,0.333,422,649,0.65,492.0,1324,552,394,201,543,644.0,2002,False
262,TCU,31,16,15,0.516,4.42,4.22,,6,10,,12,6,,2,7,,2645,2558,,1250,928,2152,0.431,229,670,0.342,560,790,0.709,470.0,1322,517,249,143,405,601.0,2002,False
263,Temple,34,19,15,0.559,10.57,7.6,,12,4,,10,4,,7,5,,2382,2281,,1385,843,2012,0.419,298,869,0.343,398,578,0.689,438.0,1245,375,274,109,356,552.0,2002,False
264,Tennessee,31,15,16,0.484,11.2,10.93,,7,9,,10,4,,4,9,,2223,2195,,1260,792,1759,0.45,198,574,0.345,441,644,0.685,395.0,1176,463,185,113,500,551.0,2002,False
265,Tennessee State,28,11,17,0.393,-8.24,-2.72,,7,9,,9,3,,2,14,,2172,2270,,1120,792,1724,0.459,207,602,0.344,381,547,0.697,325.0,896,433,286,102,478,618.0,2002,False
266,Tennessee Tech,34,27,7,0.794,4.51,-3.07,,15,1,,15,0,,11,6,,2675,2307,,,915,1906,0.48,258,697,0.37,587,807,0.727,436.0,1309,569,271,108,541,572.0,2002,False
267,Tennessee-Martin,29,15,14,0.517,-7.57,-2.61,,7,9,,10,4,,3,9,,2262,2225,,1190,813,1843,0.441,144,462,0.312,492,740,0.665,405.0,1096,472,310,122,427,592.0,2002,False
